ID,Academy,Talent,Training,16End,16Bat,16Bowl,16Tech,16Power,16Keep,16Field,17End,17Bat,17Bowl,17Tech,17Power,17Keep,17Field,18End,18Bat,18Bowl,18Tech,18Power,18Keep,18Field,19End,19Bat,19Bowl,19Tech,19Power,19Keep,19Field,20End,20Bat,20Bowl,20Tech,20Power,20Keep,20Field,21End,21Bat,21Bowl,21Tech,21Power,21Keep,21Field,22End,22Bat,22Bowl,22Tech,22Power,22Keep,22Field,23End,23Bat,23Bowl,23Tech,23Power,23Keep,23Field,24End,24Bat,24Bowl,24Tech,24Power,24Keep,24Field,25End,25Bat,25Bowl,25Tech,25Power,25Keep,25Field,26End,26Bat,26Bowl,26Tech,26Power,26Keep,26Field,27End,27Bat,27Bowl,27Tech,27Power,27Keep,27Field,28End,28Bat,28Bowl,28Tech,28Power,28Keep,28Field,29End,29Bat,29Bowl,29Tech,29Power,29Keep,29Field,30End,30Bat,30Bowl,30Tech,30Power,30Keep,30Field,31End,31Bat,31Bowl,31Tech,31Power,31Keep,31Field
lavishGifted (Technique)Batting,lavish,Gifted (Technique),Batting,31,111,,97,,,,31,106,,94,,,,31,101,,90,,,,31,93,,81,,,,31,86,,75,,,,31,79,,70,,,,31,72,,64,,,,31,66,,58,,,,31,59,,52,,,,31,53,,46,,,,31,46,,40,,,,31,41,,36,,,,31,37,,32,,,,31,32,,28,,,,31,27,,24,,,,27,23,,20,,,
lavishGifted (Technique)Batting-Tech,lavish,Gifted (Technique),Batting-Tech,31,81,,151,,,,31,78,,145,,,,31,75,,137,,,,31,68,,125,,,,31,63,,117,,,,31,58,,108,,,,31,53,,99,,,,31,48,,89,,,,31,43,,80,,,,31,38,,72,,,,31,34,,63,,,,31,30,,56,,,,31,27,,50,,,,31,23,,44,,,,31,20,,37,,,,27,17,,31,,,
lavishGifted (Technique)Bowling,lavish,Gifted (Technique),Bowling,31,,111,97,,,,31,,106,94,,,,31,,101,90,,,,31,,93,81,,,,31,,86,75,,,,31,,79,70,,,,31,,72,64,,,,31,,66,58,,,,31,,59,52,,,,31,,53,46,,,,31,,46,40,,,,31,,41,36,,,,31,,37,32,,,,31,,32,28,,,,31,,27,24,,,,27,,23,20,,,
lavishGifted (Technique)Bowling-Tech,lavish,Gifted (Technique),Bowling-Tech,31,,81,151,,,,31,,78,145,,,,31,,75,137,,,,31,,68,125,,,,31,,63,117,,,,31,,58,108,,,,31,,53,99,,,,31,,48,89,,,,31,,43,80,,,,31,,38,72,,,,31,,34,63,,,,31,,30,56,,,,31,,27,50,,,,31,,23,44,,,,31,,20,37,,,,27,,17,31,,,
lavishGifted (Technique)All-Rounder,lavish,Gifted (Technique),All-Rounder,31,78,78,81,,,,31,75,75,78,,,,31,72,72,74,,,,31,65,65,68,,,,31,60,60,63,,,,31,56,56,58,,,,31,51,51,54,,,,31,46,46,48,,,,31,41,41,43,,,,31,37,37,39,,,,31,32,32,34,,,,31,29,29,30,,,,31,26,26,27,,,,31,23,23,23,,,,31,19,19,20,,,,27,16,16,17,,,
lavishGifted (Technique)Keeping,lavish,Gifted (Technique),Keeping,31,,,97,,236,59,31,,,94,,228,57,31,,,90,,218,54,31,,,81,,198,49,31,,,76,,184,46,31,,,70,,170,42,31,,,64,,156,39,31,,,58,,140,35,31,,,52,,126,31,31,,,46,,113,28,31,,,40,,99,24,31,,,36,,89,22,31,,,32,,79,19,31,,,28,,69,17,31,,,24,,59,14,27,,,20,,49,12
lavishGifted (Technique)Keeper-Batsman,lavish,Gifted (Technique),Keeper-Batsman,31,88,,97,,118,44,31,85,,94,,113,42,31,80,,90,,108,40,31,74,,81,,99,37,31,69,,75,,92,34,31,63,,70,,84,31,31,58,,64,,78,29,31,52,,58,,70,26,31,47,,52,,63,23,31,42,,46,,56,21,31,37,,40,,49,18,31,33,,36,,44,16,31,29,,32,,39,14,31,26,,28,,34,13,31,22,,24,,29,11,27,18,,20,,24,9
lavishGifted (Technique)Fielding,lavish,Gifted (Technique),Fielding,31,,,52,,,326,31,,,51,,,312,31,,,48,,,299,31,,,44,,,272,31,,,41,,,253,31,,,38,,,233,31,,,35,,,214,31,,,31,,,193,31,,,28,,,173,31,,,25,,,154,31,,,22,,,136,31,,,20,,,121,31,,,17,,,109,31,,,15,,,95,31,,,13,,,81,27,,,11,,,68
lavishGifted (Keeping)Keeping,lavish,Gifted (Keeping),Keeping,31,,,81,,285,59,31,,,78,,273,57,31,,,75,,261,54,31,,,68,,238,49,31,,,63,,221,46,31,,,57,,204,42,31,,,53,,188,39,31,,,48,,169,35,31,,,43,,152,31,31,,,38,,135,28,31,,,34,,119,24,31,,,30,,107,22,31,,,27,,95,19,31,,,23,,83,17,31,,,20,,71,14,27,,,17,,59,12
lavishGifted (Keeping)Keeper-Batsman,lavish,Gifted (Keeping),Keeper-Batsman,31,88,,81,,142,44,31,85,,78,,136,42,31,80,,75,,130,40,31,74,,68,,118,37,31,69,,63,,110,34,31,63,,58,,102,31,31,58,,53,,94,29,31,52,,48,,84,26,31,47,,43,,76,23,31,42,,38,,67,21,31,37,,34,,59,18,31,33,,30,,53,16,31,29,,27,,47,14,31,26,,23,,41,13,31,22,,20,,35,11,27,18,,17,,29,9
lavishGifted (Fielding)Keeping,lavish,Gifted (Fielding),Keeping,31,,,81,,236,71,31,,,78,,228,68,31,,,75,,218,65,31,,,68,,198,59,31,,,63,,184,55,31,,,57,,170,51,31,,,53,,156,47,31,,,48,,140,42,31,,,43,,126,38,31,,,38,,113,33,31,,,34,,99,29,31,,,30,,89,26,31,,,27,,79,23,31,,,23,,69,20,31,,,20,,59,17,27,,,17,,49,14
lavishGifted (Fielding)Keeper-Batsman,lavish,Gifted (Fielding),Keeper-Batsman,31,88,,81,,118,53,31,85,,78,,113,51,31,80,,75,,108,48,31,74,,68,,99,44,31,69,,63,,92,41,31,63,,58,,84,38,31,58,,53,,78,35,31,52,,48,,70,31,31,47,,43,,63,28,31,42,,38,,56,25,31,37,,34,,49,22,31,33,,30,,44,20,31,29,,27,,39,17,31,26,,23,,34,15,31,22,,20,,29,13,27,18,,17,,24,11
lavishGifted (Fielding)Fielding,lavish,Gifted (Fielding),Fielding,31,,,43,,,392,31,,,42,,,376,31,,,40,,,358,31,,,37,,,325,31,,,34,,,303,31,,,31,,,281,31,,,29,,,258,31,,,26,,,231,31,,,23,,,209,31,,,21,,,186,31,,,18,,,163,31,,,16,,,147,31,,,14,,,130,31,,,13,,,114,31,,,11,,,98,27,,,9,,,81
lavishGifted (Endurance)Batting,lavish,Gifted (Endurance),Batting,37,111,,81,,,,37,106,,78,,,,37,101,,75,,,,37,93,,68,,,,37,86,,63,,,,37,79,,58,,,,37,72,,53,,,,37,66,,48,,,,37,59,,43,,,,37,53,,38,,,,37,46,,34,,,,37,41,,30,,,,37,37,,27,,,,37,32,,23,,,,37,27,,20,,,,33,23,,17,,,
lavishGifted (Endurance)Batting-Tech,lavish,Gifted (Endurance),Batting-Tech,37,81,,125,,,,37,78,,120,,,,37,75,,114,,,,37,68,,105,,,,37,63,,97,,,,37,58,,90,,,,37,53,,82,,,,37,48,,74,,,,37,43,,67,,,,37,38,,60,,,,37,34,,52,,,,37,30,,46,,,,37,27,,42,,,,37,23,,36,,,,37,20,,31,,,,33,17,,26,,,
lavishGifted (Endurance)Bowling,lavish,Gifted (Endurance),Bowling,37,,111,81,,,,37,,106,78,,,,37,,101,75,,,,37,,93,68,,,,37,,86,63,,,,37,,79,58,,,,37,,72,53,,,,37,,66,48,,,,37,,59,43,,,,37,,53,38,,,,37,,46,34,,,,37,,41,30,,,,37,,37,27,,,,37,,32,23,,,,37,,27,20,,,,33,,23,17,,,
lavishGifted (Endurance)Bowling-Tech,lavish,Gifted (Endurance),Bowling-Tech,37,,81,125,,,,37,,78,120,,,,37,,75,114,,,,37,,68,105,,,,37,,63,97,,,,37,,58,90,,,,37,,53,82,,,,37,,48,74,,,,37,,43,67,,,,37,,38,60,,,,37,,34,52,,,,37,,30,46,,,,37,,27,42,,,,37,,23,36,,,,37,,20,31,,,,33,,17,26,,,
lavishGifted (Endurance)All-Rounder,lavish,Gifted (Endurance),All-Rounder,37,78,78,68,,,,37,75,75,65,,,,37,72,72,62,,,,37,65,65,57,,,,37,60,60,52,,,,37,56,56,48,,,,37,51,51,44,,,,37,46,46,40,,,,37,41,41,36,,,,37,37,37,32,,,,37,32,32,28,,,,37,29,29,25,,,,37,26,26,22,,,,37,23,23,19,,,,37,19,19,17,,,,33,16,16,14,,,
lavishGifted (Endurance)Keeping,lavish,Gifted (Endurance),Keeping,37,,,81,,236,59,37,,,78,,228,57,37,,,75,,218,54,37,,,68,,198,49,37,,,63,,184,46,37,,,57,,170,42,37,,,53,,156,39,37,,,48,,140,35,37,,,43,,126,31,37,,,38,,113,28,37,,,34,,99,24,37,,,30,,89,22,37,,,27,,79,19,37,,,23,,69,17,37,,,20,,59,14,33,,,17,,49,12
lavishGifted (Endurance)Keeper-Batsman,lavish,Gifted (Endurance),Keeper-Batsman,37,88,,81,,118,44,37,85,,78,,113,42,37,80,,75,,108,40,37,74,,68,,99,37,37,69,,63,,92,34,37,63,,58,,84,31,37,58,,53,,78,29,37,52,,48,,70,26,37,47,,43,,63,23,37,42,,38,,56,21,37,37,,34,,49,18,37,33,,30,,44,16,37,29,,27,,39,14,37,26,,23,,34,13,37,22,,20,,29,11,33,18,,17,,24,9
lavishGifted (Endurance)Fielding,lavish,Gifted (Endurance),Fielding,37,,,43,,,326,37,,,42,,,312,37,,,40,,,299,37,,,37,,,272,37,,,34,,,253,37,,,31,,,233,37,,,29,,,214,37,,,26,,,193,37,,,23,,,173,37,,,21,,,154,37,,,18,,,136,37,,,16,,,121,37,,,14,,,109,37,,,13,,,95,37,,,11,,,81,33,,,9,,,68
lavishGifted (Endurance)Fitness,lavish,Gifted (Endurance),Fitness,296,,,,43,,,297,,,,51,,,297,,,,60,,,297,,,,69,,,297,,,,73,,,297,,,,78,,,297,,,,81,,,297,,,,86,,,297,,,,86,,,297,,,,86,,,297,,,,86,,,297,,,,86,,,297,,,,78,,,297,,,,69,,,297,,,,60,,,267,,,,52,,
lavishGifted (Endurance)Strength,lavish,Gifted (Endurance),Strength,96,,,,117,,,96,,,,141,,,96,,,,164,,,96,,,,188,,,96,,,,199,,,96,,,,210,,,96,,,,223,,,96,,,,235,,,96,,,,235,,,96,,,,235,,,96,,,,235,,,96,,,,235,,,96,,,,210,,,96,,,,188,,,96,,,,164,,,87,,,,141,,
lavishGifted (Power)Fitness,lavish,Gifted (Power),Fitness,248,,,,51,,,248,,,,61,,,248,,,,71,,,248,,,,82,,,248,,,,88,,,248,,,,93,,,248,,,,98,,,248,,,,104,,,248,,,,104,,,248,,,,104,,,248,,,,104,,,248,,,,104,,,248,,,,93,,,248,,,,83,,,248,,,,72,,,223,,,,62,,
lavishGifted (Power)Strength,lavish,Gifted (Power),Strength,80,,,,140,,,80,,,,169,,,80,,,,197,,,80,,,,226,,,80,,,,239,,,80,,,,252,,,80,,,,267,,,80,,,,281,,,80,,,,281,,,80,,,,281,,,80,,,,281,,,80,,,,281,,,80,,,,252,,,80,,,,226,,,80,,,,197,,,72,,,,169,,
superiorNoneBatting,superior,None,Batting,30,108,,79,,,,30,104,,76,,,,30,99,,73,,,,30,90,,66,,,,30,84,,61,,,,30,78,,57,,,,30,71,,52,,,,30,63,,46,,,,30,57,,42,,,,30,51,,37,,,,30,45,,33,,,,30,40,,29,,,,30,36,,26,,,,30,31,,23,,,,30,27,,19,,,,27,22,,16,,,
superiorNoneBatting-Tech,superior,None,Batting-Tech,30,79,,123,,,,30,76,,118,,,,30,73,,113,,,,30,66,,102,,,,30,61,,95,,,,30,57,,88,,,,30,52,,80,,,,30,46,,72,,,,30,42,,65,,,,30,37,,58,,,,30,33,,51,,,,30,29,,45,,,,30,26,,41,,,,30,23,,35,,,,30,19,,30,,,,27,16,,25,,,
superiorNoneBowling,superior,None,Bowling,30,,108,79,,,,30,,104,76,,,,30,,99,73,,,,30,,90,66,,,,30,,84,61,,,,30,,78,57,,,,30,,71,52,,,,30,,63,46,,,,30,,57,42,,,,30,,51,37,,,,30,,45,33,,,,30,,40,29,,,,30,,36,26,,,,30,,31,23,,,,30,,27,19,,,,27,,22,16,,,
superiorNoneBowling-Tech,superior,None,Bowling-Tech,30,,79,123,,,,30,,76,118,,,,30,,73,113,,,,30,,66,102,,,,30,,61,95,,,,30,,57,88,,,,30,,52,80,,,,30,,46,72,,,,30,,42,65,,,,30,,37,58,,,,30,,33,51,,,,30,,29,45,,,,30,,26,41,,,,30,,23,35,,,,30,,19,30,,,,27,,16,25,,,
superiorNoneAll-Rounder,superior,None,All-Rounder,30,76,76,66,,,,30,73,73,63,,,,30,70,70,61,,,,30,64,64,55,,,,30,59,59,51,,,,30,55,55,47,,,,30,50,50,43,,,,30,45,45,39,,,,30,41,41,35,,,,30,36,36,31,,,,30,31,31,27,,,,30,28,28,25,,,,30,25,25,22,,,,30,22,22,19,,,,30,19,19,16,,,,27,16,16,13,,,
superiorNoneKeeping,superior,None,Keeping,30,,,79,,232,58,30,,,76,,222,55,30,,,73,,212,53,30,,,66,,193,48,30,,,61,,180,45,30,,,57,,166,41,30,,,52,,152,38,30,,,47,,136,33,30,,,42,,123,30,30,,,37,,110,27,30,,,33,,96,24,30,,,29,,87,21,30,,,26,,77,19,30,,,23,,67,16,30,,,19,,58,14,27,,,16,,48,12
superiorNoneKeeper-Batsman,superior,None,Keeper-Batsman,30,87,,79,,116,43,30,83,,76,,111,41,30,79,,73,,106,39,30,72,,66,,96,36,30,67,,61,,89,33,30,62,,57,,83,31,30,57,,52,,76,28,30,50,,47,,68,25,30,46,,42,,61,23,30,41,,37,,55,20,30,36,,33,,48,18,30,32,,29,,43,16,30,29,,26,,38,14,30,25,,23,,33,12,30,21,,19,,29,10,27,18,,16,,24,9
superiorNoneFielding,superior,None,Fielding,30,,,43,,,319,30,,,41,,,305,30,,,39,,,292,30,,,36,,,266,30,,,33,,,246,30,,,31,,,228,30,,,28,,,210,30,,,25,,,187,30,,,23,,,169,30,,,20,,,151,30,,,17,,,133,30,,,16,,,119,30,,,14,,,106,30,,,12,,,93,30,,,10,,,79,27,,,9,,,66
superiorNoneFitness,superior,None,Fitness,242,,,,42,,,242,,,,50,,,242,,,,59,,,242,,,,67,,,242,,,,71,,,242,,,,75,,,242,,,,79,,,242,,,,84,,,242,,,,84,,,242,,,,84,,,242,,,,84,,,242,,,,84,,,242,,,,75,,,242,,,,67,,,242,,,,59,,,217,,,,50,,
superiorNoneStrength,superior,None,Strength,77,,,,114,,,77,,,,137,,,77,,,,160,,,77,,,,183,,,77,,,,194,,,78,,,,205,,,78,,,,216,,,78,,,,229,,,78,,,,229,,,78,,,,229,,,78,,,,229,,,78,,,,229,,,78,,,,205,,,78,,,,183,,,78,,,,159,,,70,,,,137,,
superiorProdigyBatting,superior,Prodigy,Batting,36,130,,95,,,,36,124,,91,,,,36,119,,87,,,,36,108,,79,,,,36,101,,74,,,,30,78,,57,,,,30,71,,52,,,,30,63,,46,,,,30,57,,42,,,,30,51,,37,,,,30,45,,33,,,,30,40,,29,,,,30,36,,26,,,,30,31,,23,,,,30,27,,19,,,,27,22,,16,,,
superiorProdigyBatting-Tech,superior,Prodigy,Batting-Tech,36,95,,147,,,,36,91,,141,,,,36,87,,135,,,,36,79,,123,,,,36,74,,114,,,,30,57,,88,,,,30,52,,80,,,,30,46,,72,,,,30,42,,65,,,,30,37,,58,,,,30,33,,51,,,,30,29,,45,,,,30,26,,41,,,,30,23,,35,,,,30,19,,30,,,,27,16,,25,,,
superiorProdigyBowling,superior,Prodigy,Bowling,36,,130,95,,,,36,,124,91,,,,36,,119,87,,,,36,,108,79,,,,36,,101,74,,,,30,,78,57,,,,30,,71,52,,,,30,,63,46,,,,30,,57,42,,,,30,,51,37,,,,30,,45,33,,,,30,,40,29,,,,30,,36,26,,,,30,,31,23,,,,30,,27,19,,,,27,,22,16,,,
superiorProdigyBowling-Tech,superior,Prodigy,Bowling-Tech,36,,95,147,,,,36,,91,141,,,,36,,87,135,,,,36,,79,123,,,,36,,74,114,,,,30,,57,88,,,,30,,52,80,,,,30,,46,72,,,,30,,42,65,,,,30,,37,58,,,,30,,33,51,,,,30,,29,45,,,,30,,26,41,,,,30,,23,35,,,,30,,19,30,,,,27,,16,25,,,
superiorProdigyAll-Rounder,superior,Prodigy,All-Rounder,36,92,92,80,,,,36,87,87,76,,,,36,84,84,73,,,,36,76,76,66,,,,36,71,71,62,,,,30,55,55,47,,,,30,50,50,43,,,,30,45,45,39,,,,30,41,41,35,,,,30,36,36,31,,,,30,31,31,27,,,,30,28,28,25,,,,30,25,25,22,,,,30,22,22,19,,,,30,19,19,16,,,,27,16,16,13,,,
superiorProdigyKeeping,superior,Prodigy,Keeping,36,,,95,,278,69,36,,,91,,267,66,36,,,87,,255,63,36,,,79,,232,58,36,,,74,,216,54,30,,,57,,166,41,30,,,52,,152,38,30,,,47,,136,33,30,,,42,,123,30,30,,,37,,110,27,30,,,33,,96,24,30,,,29,,87,21,30,,,26,,77,19,30,,,23,,67,16,30,,,19,,58,14,27,,,16,,48,12
superiorProdigyKeeper-Batsman,superior,Prodigy,Keeper-Batsman,36,104,,95,,139,52,36,99,,91,,132,49,36,95,,87,,127,47,36,87,,79,,116,43,36,81,,74,,108,40,30,62,,57,,83,31,30,57,,52,,76,28,30,50,,47,,68,25,30,46,,42,,61,23,30,41,,37,,55,20,30,36,,33,,48,18,30,32,,29,,43,16,30,29,,26,,38,14,30,25,,23,,33,12,30,21,,19,,29,10,27,18,,16,,24,9
superiorProdigyFielding,superior,Prodigy,Fielding,36,,,52,,,382,36,,,49,,,365,36,,,47,,,349,36,,,43,,,319,36,,,40,,,295,30,,,31,,,228,30,,,28,,,210,30,,,25,,,187,30,,,23,,,169,30,,,20,,,151,30,,,17,,,133,30,,,16,,,119,30,,,14,,,106,30,,,12,,,93,30,,,10,,,79,27,,,9,,,66
superiorProdigyFitness,superior,Prodigy,Fitness,290,,,,50,,,290,,,,60,,,290,,,,71,,,290,,,,81,,,290,,,,86,,,242,,,,75,,,242,,,,79,,,242,,,,84,,,242,,,,84,,,242,,,,84,,,242,,,,84,,,242,,,,84,,,242,,,,75,,,242,,,,67,,,242,,,,59,,,217,,,,50,,
superiorProdigyStrength,superior,Prodigy,Strength,94,,,,137,,,94,,,,165,,,94,,,,193,,,94,,,,220,,,94,,,,234,,,78,,,,205,,,78,,,,216,,,78,,,,229,,,78,,,,229,,,78,,,,229,,,78,,,,229,,,78,,,,229,,,78,,,,205,,,78,,,,183,,,78,,,,159,,,70,,,,137,,
superiorGifted (Batting)Batting,superior,Gifted (Batting),Batting,30,130,,79,,,,30,124,,76,,,,30,119,,73,,,,30,108,,66,,,,30,101,,61,,,,30,93,,57,,,,30,86,,52,,,,30,77,,46,,,,30,69,,42,,,,30,62,,37,,,,30,54,,33,,,,30,48,,29,,,,30,43,,26,,,,30,38,,23,,,,30,32,,19,,,,27,27,,16,,,
superiorGifted (Batting)Batting-Tech,superior,Gifted (Batting),Batting-Tech,30,95,,123,,,,30,91,,118,,,,30,87,,113,,,,30,79,,102,,,,30,74,,95,,,,30,68,,88,,,,30,63,,80,,,,30,56,,72,,,,30,51,,65,,,,30,45,,58,,,,30,39,,51,,,,30,35,,45,,,,30,31,,41,,,,30,27,,35,,,,30,23,,30,,,,27,19,,25,,,
superiorGifted (Batting)All-Rounder,superior,Gifted (Batting),All-Rounder,30,92,76,66,,,,30,87,73,63,,,,30,84,70,61,,,,30,76,64,55,,,,30,71,59,51,,,,30,66,55,47,,,,30,60,50,43,,,,30,54,45,39,,,,30,49,41,35,,,,30,43,36,31,,,,30,38,31,27,,,,30,34,28,25,,,,30,30,25,22,,,,30,26,22,19,,,,30,23,19,16,,,,27,19,16,13,,,
superiorGifted (Batting)Keeper-Batsman,superior,Gifted (Batting),Keeper-Batsman,30,104,,79,,116,43,30,99,,76,,111,41,30,95,,73,,106,39,30,87,,66,,96,36,30,81,,61,,89,33,30,74,,57,,83,31,30,68,,52,,76,28,30,61,,47,,68,25,30,55,,42,,61,23,30,49,,37,,55,20,30,43,,33,,48,18,30,39,,29,,43,16,30,34,,26,,38,14,30,30,,23,,33,12,30,26,,19,,29,10,27,21,,16,,24,9
superiorGifted (Bowling)Bowling,superior,Gifted (Bowling),Bowling,30,,130,79,,,,30,,124,76,,,,30,,119,73,,,,30,,108,66,,,,30,,101,61,,,,30,,93,57,,,,30,,86,52,,,,30,,77,46,,,,30,,69,42,,,,30,,62,37,,,,30,,54,33,,,,30,,48,29,,,,30,,43,26,,,,30,,38,23,,,,30,,32,19,,,,27,,27,16,,,
superiorGifted (Bowling)Bowling-Tech,superior,Gifted (Bowling),Bowling-Tech,30,,95,123,,,,30,,91,118,,,,30,,87,113,,,,30,,79,102,,,,30,,74,95,,,,30,,68,88,,,,30,,63,80,,,,30,,56,72,,,,30,,51,65,,,,30,,45,58,,,,30,,39,51,,,,30,,35,45,,,,30,,31,41,,,,30,,27,35,,,,30,,23,30,,,,27,,19,25,,,
superiorGifted (Bowling)All-Rounder,superior,Gifted (Bowling),All-Rounder,30,76,92,66,,,,30,73,87,63,,,,30,70,84,61,,,,30,64,76,55,,,,30,59,71,51,,,,30,55,66,47,,,,30,50,60,43,,,,30,45,54,39,,,,30,41,49,35,,,,30,36,43,31,,,,30,31,38,27,,,,30,28,34,25,,,,30,25,30,22,,,,30,22,26,19,,,,30,19,23,16,,,,27,16,19,13,,,
superiorGifted (Technique)Batting,superior,Gifted (Technique),Batting,30,108,,95,,,,30,104,,91,,,,30,99,,87,,,,30,90,,79,,,,30,84,,74,,,,30,78,,68,,,,30,71,,63,,,,30,63,,56,,,,30,57,,51,,,,30,51,,45,,,,30,45,,39,,,,30,40,,35,,,,30,36,,31,,,,30,31,,27,,,,30,27,,23,,,,27,22,,19,,,
superiorGifted (Technique)Batting-Tech,superior,Gifted (Technique),Batting-Tech,30,79,,147,,,,30,76,,141,,,,30,73,,135,,,,30,66,,123,,,,30,61,,114,,,,30,57,,106,,,,30,52,,97,,,,30,46,,87,,,,30,42,,78,,,,30,37,,70,,,,30,33,,61,,,,30,29,,55,,,,30,26,,49,,,,30,23,,43,,,,30,19,,37,,,,27,16,,30,,,
superiorGifted (Technique)Bowling,superior,Gifted (Technique),Bowling,30,,108,95,,,,30,,104,91,,,,30,,99,87,,,,30,,90,79,,,,30,,84,74,,,,30,,78,68,,,,30,,71,63,,,,30,,63,56,,,,30,,57,51,,,,30,,51,45,,,,30,,45,39,,,,30,,40,35,,,,30,,36,31,,,,30,,31,27,,,,30,,27,23,,,,27,,22,19,,,
superiorGifted (Technique)Bowling-Tech,superior,Gifted (Technique),Bowling-Tech,30,,79,147,,,,30,,76,141,,,,30,,73,135,,,,30,,66,123,,,,30,,61,114,,,,30,,57,106,,,,30,,52,97,,,,30,,46,87,,,,30,,42,78,,,,30,,37,70,,,,30,,33,61,,,,30,,29,55,,,,30,,26,49,,,,30,,23,43,,,,30,,19,37,,,,27,,16,30,,,
superiorGifted (Technique)All-Rounder,superior,Gifted (Technique),All-Rounder,30,76,76,80,,,,30,73,73,76,,,,30,70,70,73,,,,30,64,64,66,,,,30,59,59,62,,,,30,55,55,57,,,,30,50,50,52,,,,30,45,45,47,,,,30,41,41,42,,,,30,36,36,38,,,,30,31,31,33,,,,30,28,28,30,,,,30,25,25,26,,,,30,22,22,23,,,,30,19,19,20,,,,27,16,16,16,,,
superiorGifted (Technique)Keeping,superior,Gifted (Technique),Keeping,30,,,95,,232,58,30,,,91,,222,55,30,,,87,,212,53,30,,,79,,193,48,30,,,74,,180,45,30,,,68,,166,41,30,,,63,,152,38,30,,,56,,136,33,30,,,51,,123,30,30,,,45,,110,27,30,,,39,,96,24,30,,,35,,87,21,30,,,31,,77,19,30,,,27,,67,16,30,,,23,,58,14,27,,,19,,48,12
superiorGifted (Technique)Keeper-Batsman,superior,Gifted (Technique),Keeper-Batsman,30,87,,95,,116,43,30,83,,91,,111,41,30,79,,87,,106,39,30,72,,79,,96,36,30,67,,74,,89,33,30,62,,68,,83,31,30,57,,63,,76,28,30,50,,56,,68,25,30,46,,51,,61,23,30,41,,45,,55,20,30,36,,39,,48,18,30,32,,35,,43,16,30,29,,31,,38,14,30,25,,27,,33,12,30,21,,23,,29,10,27,18,,19,,24,9
superiorGifted (Technique)Fielding,superior,Gifted (Technique),Fielding,30,,,52,,,319,30,,,49,,,305,30,,,47,,,292,30,,,43,,,266,30,,,40,,,246,30,,,37,,,228,30,,,34,,,210,30,,,30,,,187,30,,,27,,,169,30,,,24,,,151,30,,,21,,,133,30,,,19,,,119,30,,,17,,,106,30,,,15,,,93,30,,,13,,,79,27,,,10,,,66
superiorGifted (Keeping)Keeping,superior,Gifted (Keeping),Keeping,30,,,79,,278,58,30,,,76,,267,55,30,,,73,,255,53,30,,,66,,232,48,30,,,61,,216,45,30,,,57,,198,41,30,,,52,,183,38,30,,,47,,164,33,30,,,42,,148,30,30,,,37,,132,27,30,,,33,,116,24,30,,,29,,104,21,30,,,26,,92,19,30,,,23,,81,16,30,,,19,,69,14,27,,,16,,58,12
superiorGifted (Keeping)Keeper-Batsman,superior,Gifted (Keeping),Keeper-Batsman,30,87,,79,,139,43,30,83,,76,,132,41,30,79,,73,,127,39,30,72,,66,,116,36,30,67,,61,,108,33,30,62,,57,,99,31,30,57,,52,,91,28,30,50,,47,,82,25,30,46,,42,,74,23,30,41,,37,,66,20,30,36,,33,,58,18,30,32,,29,,52,16,30,29,,26,,46,14,30,25,,23,,40,12,30,21,,19,,34,10,27,18,,16,,29,9
superiorGifted (Fielding)Keeping,superior,Gifted (Fielding),Keeping,30,,,79,,232,69,30,,,76,,222,66,30,,,73,,212,63,30,,,66,,193,58,30,,,61,,180,54,30,,,57,,166,49,30,,,52,,152,45,30,,,47,,136,41,30,,,42,,123,37,30,,,37,,110,33,30,,,33,,96,29,30,,,29,,87,26,30,,,26,,77,23,30,,,23,,67,20,30,,,19,,58,17,27,,,16,,48,14
superiorGifted (Fielding)Keeper-Batsman,superior,Gifted (Fielding),Keeper-Batsman,30,87,,79,,116,52,30,83,,76,,111,49,30,79,,73,,106,47,30,72,,66,,96,43,30,67,,61,,89,40,30,62,,57,,83,37,30,57,,52,,76,34,30,50,,47,,68,30,30,46,,42,,61,27,30,41,,37,,55,24,30,36,,33,,48,21,30,32,,29,,43,19,30,29,,26,,38,17,30,25,,23,,33,15,30,21,,19,,29,13,27,18,,16,,24,10
superiorGifted (Fielding)Fielding,superior,Gifted (Fielding),Fielding,30,,,43,,,382,30,,,41,,,365,30,,,39,,,349,30,,,36,,,319,30,,,33,,,295,30,,,31,,,274,30,,,28,,,250,30,,,25,,,226,30,,,23,,,203,30,,,20,,,182,30,,,17,,,159,30,,,16,,,143,30,,,14,,,127,30,,,12,,,111,30,,,10,,,95,27,,,9,,,79
superiorGifted (Endurance)Batting,superior,Gifted (Endurance),Batting,36,108,,79,,,,36,104,,76,,,,36,99,,73,,,,36,90,,66,,,,36,84,,61,,,,36,78,,57,,,,36,71,,52,,,,36,63,,46,,,,36,57,,42,,,,36,51,,37,,,,36,45,,33,,,,36,40,,29,,,,36,36,,26,,,,36,31,,23,,,,36,27,,19,,,,32,22,,16,,,
superiorGifted (Endurance)Batting-Tech,superior,Gifted (Endurance),Batting-Tech,36,79,,123,,,,36,76,,118,,,,36,73,,113,,,,36,66,,102,,,,36,61,,95,,,,36,57,,88,,,,36,52,,80,,,,36,46,,72,,,,36,42,,65,,,,36,37,,58,,,,36,33,,51,,,,36,29,,45,,,,36,26,,41,,,,36,23,,35,,,,36,19,,30,,,,32,16,,25,,,
